X_centroid,Y_centroid,phenotype,cell_region,Cell Area,Nucleus Area,CD20,CD21,CD23,CD35,BCL6,Ki67,CD3e,CD4,CD8a,FOXP3,PD1,CXCR5,CD68,CD163,CD11c,HLADR,CD138,CD56,MPO,CD31,CD34,PDPN,LYVE1,SMA,Vimentin
1042.06,999.84,Tingible-body macrophage,core,70.31,12.41,0.242,1.418,1.353,0.596,1.262,0.503,0.13,0.448,0.574,0.913,0.828,0.716,0.832,4.218,0.5,0.466,0.086,0.845,0.43,1.162,1.363,0.183,0.849,1.039,1.328
981.07,984.18,FDC,core,59.86,40.07,0.233,2.947,0.465,1.467,0.215,0.019,0.12,0.581,1.411,1.492,0.43,0.429,1.121,0.368,1.179,0.828,0.576,0.185,0.126,0.667,0.743,0.016,0.781,0.255,0.757
970.39,1000.73,B cell,core,46.47,41.87,3.835,0.824,1.386,0.916,0.568,0.388,0.719,0.704,0.268,0.19,0.532,0.107,0.958,0.185,1.495,0.904,0.363,0.091,0.184,0.599,0.682,0.105,0.494,0.495,0.399
950.82,979.5,B cell,core,66.43,12.23,2.93,0.543,0.718,0.294,0.196,0.359,1.324,0.334,0.677,1.468,1.139,1.328,1.281,0.054,0.268,1.361,0.609,0.834,0.426,1.125,0.743,0.533,0.689,0.959,0.806
971.21,1002.86,Tfh cell,core,93.06,10.51,0.843,0.362,1.306,0.736,0.95,0.256,0.254,0.424,0.035,1.373,3.732,0.93,0.801,0.063,0.348,1.115,1.277,0.949,1.358,0.916,0.024,1.414,0.873,1.456,0.61
947.59,980.17,Tingible-body macrophage,core,43.63,17.06,1.071,1.181,0.541,0.724,0.388,1.262,0.142,0.576,0.204,1.431,1.058,0.611,0.773,2.628,0.895,1.081,1.403,0.772,1.377,1.081,1.185,0.211,1.375,0.265,0.388
985.32,1047.73,GC B cell,core,54.04,32.83,0.324,1.01,1.303,0.786,4.716,1.493,0.106,1.124,0.758,0.563,1.003,1.079,0.255,0.275,0.75,1.468,0.491,1.253,0.808,0.686,0.94,1.154,0.74,1.13,1.075
968.98,1042.96,B cell,core,101.02,43.86,3.878,0.381,0.121,0.08,0.92,0.827,0.726,0.924,0.452,0.545,0.078,0.413,0.001,0.421,1.14,0.111,0.078,1.253,1.21,0.121,1.253,1.128,0.279,0.92,1.18
946.04,948.08,Macrophage,peri,32.66,26.43,0.462,0.33,0.921,0.426,1.389,0.958,0.818,0.263,0.362,0.012,0.814,0.398,3.567,0.517,0.96,0.944,0.565,0.9,1.338,0.608,1.409,1.164,1.482,0.648,0.308
917.76,1040.77,Macrophage,peri,79.71,19.87,0.084,1.067,0.98,1.464,1.269,0.645,0.016,0.845,1.408,0.777,1.018,1.346,3.838,0.858,0.283,0.145,0.443,1.09,0.987,0.707,0.248,1.203,0.111,1.078,1.489
943.26,1082.86,Stromal,peri,102.81,18.59,0.45,0.105,0.377,0.262,0.349,1.346,0.374,0.174,0.341,0.311,0.034,0.14,0.663,1.119,0.638,1.262,0.271,1.096,0.296,0.116,0.148,1.063,0.707,1.277,3.155
1056.33,1054.71,Dendritic cell,peri,66.71,34.96,0.905,0.84,0.492,1.095,0.416,0.614,0.138,0.292,1.149,0.062,1.382,1.154,0.741,0.314,3.651,0.504,1.259,1.365,0.454,0.906,0.339,0.055,0.137,0.77,1.441
1051.1,977.9,Macrophage,peri,50.3,34.39,0.939,1.087,0.463,0.275,0.559,0.37,1.275,0.221,0.181,0.91,1.364,0.73,2.992,0.977,0.991,0.685,0.846,1.265,0.028,0.367,0.563,0.115,0.507,1.341,0.311
902.04,1007.52,Plasma cell,peri,67.79,19.9,1.213,1.369,0.52,0.779,0.629,0.847,1.494,0.998,0.535,1.19,0.992,0.436,0.1,0.604,0.185,0.98,2.502,0.944,0.892,0.124,0.37,1.063,0.869,1.298,1.325
920.3,1051.97,Dendritic cell,peri,33.27,14.44,1.467,0.461,1.471,0.886,1.044,0.782,0.691,0.603,0.823,1.002,1.476,0.104,0.054,1.325,3.571,0.307,0.854,0.744,1.413,0.568,0.083,1.456,0.475,0.299,0.191
1031.63,1055.35,Dendritic cell,peri,102.15,30.56,0.064,1.147,1.11,0.703,0.897,0.01,1.457,1.494,1.207,0.142,0.345,1.273,0.045,0.036,4.403,1.34,0.218,0.611,0.728,1.086,0.784,1.191,0.306,1.184,1.01
946.19,1066.89,Lymphatic,peri,50.05,15.46,0.39,1.42,0.216,1.271,0.086,1.164,0.153,1.003,0.992,0.664,0.307,0.965,1.296,0.033,0.526,0.186,0.665,0.909,1.329,1.472,1.094,2.481,1.239,0.775,1.018
951.85,932.21,CD4 T cell,peri,86.98,31.87,0.463,1.342,0.397,1.37,0.049,1.286,1.002,3.32,0.821,0.315,0.994,0.518,1.085,0.238,1.102,0.092,0.26,0.868,0.937,0.852,1.031,0.518,0.488,0.929,0.661
909.86,1025.4,CD4 T cell,peri,81.11,15.39,0.795,1.211,0.908,0.985,0.616,1.471,0.571,3.746,1.291,0.647,1.198,0.572,0.143,1.308,1.143,0.727,1.428,0.829,0.725,1.033,0.78,0.877,0.033,0.715,0.035
976.74,939.5,Lymphatic,peri,109.11,30.53,1.346,0.069,1.355,1.265,0.503,0.647,0.986,1.006,0.16,1.075,0.61,0.81,0.221,1.478,0.293,0.804,0.081,0.504,1.253,0.522,0.705,2.626,0.803,1.46,0.955
1054.38,1045.13,Lymphatic,peri,59.73,18.41,0.318,1.159,1.021,1.436,0.224,0.651,0.008,0.917,0.801,0.295,0.588,1.407,0.583,0.75,1.013,0.328,1.226,0.15,0.363,0.756,1.401,3.854,0.072,0.638,0.337
943.67,947.51,Lymphatic,peri,107.68,38.23,1.122,0.773,1.174,0.983,0.153,0.286,1.008,0.321,0.964,1.409,0.382,0.307,1.451,1.451,0.724,1.066,0.014,0.202,1.285,0.011,0.309,4.285,1.401,0.591,1.473
1059.78,1024.2,Macrophage,peri,53.78,25.78,0.336,0.67,1.407,0.25,0.249,0.243,0.947,0.671,0.469,1.202,1.384,0.511,2.532,0.277,0.608,1.34,1.477,0.898,0.627,0.238,0.193,0.808,0.671,1.259,0.567
916.68,1063.82,Endothelial,peri,84.46,14.73,0.792,1.428,1.079,0.591,0.714,0.056,1.405,0.748,0.334,1.174,0.843,0.276,1.363,0.241,1.38,1.338,1.437,1.055,0.401,4.372,0.843,0.546,0.498,0.216,0.228
992.93,1094.85,Stromal,peri,94.63,17.9,0.241,0.23,1.347,0.163,0.742,1.2,0.534,1.066,0.914,0.518,0.284,0.896,0.582,0.016,0.795,0.064,1.052,0.761,0.453,0.743,1.158,1.15,1.273,0.251,4.558
